input,output,industry,tone
TYPE=email | INDUSTRY=ecommerce | TONE=professional | PRODUCT=máy xay sinh tố mini | AUDIENCE=người bận rộn chuẩn bị đồ uống nhanh | FEATURES=cốc mang đi ; sạc USB ; lưỡi dao inox | OFFER=đổi mới trong 7 ngày nếu lỗi kỹ thuật | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Subject: Gợi ý máy xay sinh tố mini cho nhu cầu hằng ngày | Preview text: Thông tin ngắn gọn để bạn cân nhắc trước khi mua. | Nội dung: Nếu bạn là người bận rộn chuẩn bị đồ uống nhanh thì máy xay sinh tố mini là lựa chọn đáng xem nhờ cốc mang đi ; sạc USB ; lưỡi dao inox. Ưu đãi hiện có là đổi mới trong 7 ngày nếu lỗi kỹ thuật. | Góc cần biết: Email này không phóng đại hiệu quả và không thêm số liệu ngoài brief. | CTA mềm: Xem chi tiết rồi chọn khi thấy thật sự phù hợp.,ecommerce,professional
TYPE=cta | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=máy xay sinh tố mini | AUDIENCE=người bận rộn chuẩn bị đồ uống nhanh | FEATURES=cốc mang đi ; sạc USB ; lưỡi dao inox | OFFER=đổi mới trong 7 ngày nếu lỗi kỹ thuật | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,CTA chính: Xem máy xay sinh tố mini phù hợp với bạn không | Microcopy: Có cốc mang đi ; sạc USB ; lưỡi dao inox. đổi mới trong 7 ngày nếu lỗi kỹ thuật. | Góc cần biết: Chọn khi đúng nhu cầu; không cần mua vội.,ecommerce,friendly
TYPE=headline | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=ghế công thái học lưng lưới | AUDIENCE=nhân viên ngồi máy tính lâu | FEATURES=đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng | OFFER=tư vấn chọn size miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: ghế công thái học lưng lưới cho nhân viên ngồi máy tính lâu | Lý do chọn: đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng. | Góc cần biết: Giọng Hat Moc nhắc thời điểm mua nhưng không gây áp lực. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn GHE_CONG_THAI_HOC_LUNG_LUOI.,ecommerce,urgent
TYPE=headline | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=ghế công thái học lưng lưới | AUDIENCE=nhân viên ngồi máy tính lâu | FEATURES=đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng | OFFER=tư vấn chọn size miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: ghế công thái học lưng lưới cho nhân viên ngồi máy tính lâu | Lý do chọn: đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng. | Góc cần biết: Giọng Hat Moc nói gần gũi như đang tư vấn cho người quen. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn GHE_CONG_THAI_HOC_LUNG_LUOI.,ecommerce,friendly
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=ghế công thái học lưng lưới | AUDIENCE=nhân viên ngồi máy tính lâu | FEATURES=đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng | OFFER=tư vấn chọn size miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: nhân viên ngồi máy tính lâu muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: ghế công thái học lưng lưới có đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu GHE_CONG_THAI_HOC_LUNG_LUOI.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=ghế công thái học lưng lưới | AUDIENCE=nhân viên ngồi máy tính lâu | FEATURES=đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng | OFFER=tư vấn chọn size miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: nhân viên ngồi máy tính lâu muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: ghế công thái học lưng lưới có đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu GHE_CONG_THAI_HOC_LUNG_LUOI.,ecommerce,emotional
TYPE=social | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=ghế công thái học lưng lưới | AUDIENCE=nhân viên ngồi máy tính lâu | FEATURES=đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng | OFFER=tư vấn chọn size miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: ghế công thái học lưng lưới dành cho nhân viên ngồi máy tính lâu với đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng. | Góc cần biết: tư vấn chọn size miễn phí. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,friendly
TYPE=social | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=ghế công thái học lưng lưới | AUDIENCE=nhân viên ngồi máy tính lâu | FEATURES=đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng | OFFER=tư vấn chọn size miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: ghế công thái học lưng lưới dành cho nhân viên ngồi máy tính lâu với đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng. | Góc cần biết: tư vấn chọn size miễn phí. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,urgent
TYPE=email | INDUSTRY=ecommerce | TONE=professional | PRODUCT=ghế công thái học lưng lưới | AUDIENCE=nhân viên ngồi máy tính lâu | FEATURES=đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng | OFFER=tư vấn chọn size miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Subject: Gợi ý ghế công thái học lưng lưới cho nhu cầu hằng ngày | Preview text: Thông tin ngắn gọn để bạn cân nhắc trước khi mua. | Nội dung: Nếu bạn là nhân viên ngồi máy tính lâu thì ghế công thái học lưng lưới là lựa chọn đáng xem nhờ đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng. Ưu đãi hiện có là tư vấn chọn size miễn phí. | Góc cần biết: Email này không phóng đại hiệu quả và không thêm số liệu ngoài brief. | CTA mềm: Xem chi tiết rồi chọn khi thấy thật sự phù hợp.,ecommerce,professional
TYPE=cta | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=ghế công thái học lưng lưới | AUDIENCE=nhân viên ngồi máy tính lâu | FEATURES=đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng | OFFER=tư vấn chọn size miễn phí | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,CTA chính: Xem ghế công thái học lưng lưới phù hợp với bạn không | Microcopy: Có đỡ lưng ; tay ghế điều chỉnh ; lưới thoáng. tư vấn chọn size miễn phí. | Góc cần biết: Chọn khi đúng nhu cầu; không cần mua vội.,ecommerce,friendly
TYPE=headline | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=nồi chiên không dầu dung tích 6 lít | AUDIENCE=gia đình muốn nấu nhanh gọn | FEATURES=khay chống dính ; hẹn giờ ; dễ lau chùi | OFFER=kèm sổ công thức điện tử | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: nồi chiên không dầu dung tích 6 lít cho gia đình muốn nấu nhanh gọn | Lý do chọn: khay chống dính ; hẹn giờ ; dễ lau chùi. | Góc cần biết: Giọng Hat Moc nhắc thời điểm mua nhưng không gây áp lực. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn NOI_CHIEN_KHONG_DAU_DUNG_TICH_6_LIT.,ecommerce,urgent
TYPE=headline | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=nồi chiên không dầu dung tích 6 lít | AUDIENCE=gia đình muốn nấu nhanh gọn | FEATURES=khay chống dính ; hẹn giờ ; dễ lau chùi | OFFER=kèm sổ công thức điện tử | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: nồi chiên không dầu dung tích 6 lít cho gia đình muốn nấu nhanh gọn | Lý do chọn: khay chống dính ; hẹn giờ ; dễ lau chùi. | Góc cần biết: Giọng Hat Moc nói gần gũi như đang tư vấn cho người quen. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn NOI_CHIEN_KHONG_DAU_DUNG_TICH_6_LIT.,ecommerce,friendly
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=nồi chiên không dầu dung tích 6 lít | AUDIENCE=gia đình muốn nấu nhanh gọn | FEATURES=khay chống dính ; hẹn giờ ; dễ lau chùi | OFFER=kèm sổ công thức điện tử | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: gia đình muốn nấu nhanh gọn muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: nồi chiên không dầu dung tích 6 lít có khay chống dính ; hẹn giờ ; dễ lau chùi. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu NOI_CHIEN_KHONG_DAU_DUNG_TICH_6_LIT.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=nồi chiên không dầu dung tích 6 lít | AUDIENCE=gia đình muốn nấu nhanh gọn | FEATURES=khay chống dính ; hẹn giờ ; dễ lau chùi | OFFER=kèm sổ công thức điện tử | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: gia đình muốn nấu nhanh gọn muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: nồi chiên không dầu dung tích 6 lít có khay chống dính ; hẹn giờ ; dễ lau chùi. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu NOI_CHIEN_KHONG_DAU_DUNG_TICH_6_LIT.,ecommerce,emotional
TYPE=social | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=nồi chiên không dầu dung tích 6 lít | AUDIENCE=gia đình muốn nấu nhanh gọn | FEATURES=khay chống dính ; hẹn giờ ; dễ lau chùi | OFFER=kèm sổ công thức điện tử | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: nồi chiên không dầu dung tích 6 lít dành cho gia đình muốn nấu nhanh gọn với khay chống dính ; hẹn giờ ; dễ lau chùi. | Góc cần biết: kèm sổ công thức điện tử. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,friendly
TYPE=social | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=nồi chiên không dầu dung tích 6 lít | AUDIENCE=gia đình muốn nấu nhanh gọn | FEATURES=khay chống dính ; hẹn giờ ; dễ lau chùi | OFFER=kèm sổ công thức điện tử | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: nồi chiên không dầu dung tích 6 lít dành cho gia đình muốn nấu nhanh gọn với khay chống dính ; hẹn giờ ; dễ lau chùi. | Góc cần biết: kèm sổ công thức điện tử. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,urgent
TYPE=email | INDUSTRY=ecommerce | TONE=professional | PRODUCT=nồi chiên không dầu dung tích 6 lít | AUDIENCE=gia đình muốn nấu nhanh gọn | FEATURES=khay chống dính ; hẹn giờ ; dễ lau chùi | OFFER=kèm sổ công thức điện tử | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Subject: Gợi ý nồi chiên không dầu dung tích 6 lít cho nhu cầu hằng ngày | Preview text: Thông tin ngắn gọn để bạn cân nhắc trước khi mua. | Nội dung: Nếu bạn là gia đình muốn nấu nhanh gọn thì nồi chiên không dầu dung tích 6 lít là lựa chọn đáng xem nhờ khay chống dính ; hẹn giờ ; dễ lau chùi. Ưu đãi hiện có là kèm sổ công thức điện tử. | Góc cần biết: Email này không phóng đại hiệu quả và không thêm số liệu ngoài brief. | CTA mềm: Xem chi tiết rồi chọn khi thấy thật sự phù hợp.,ecommerce,professional
TYPE=cta | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=nồi chiên không dầu dung tích 6 lít | AUDIENCE=gia đình muốn nấu nhanh gọn | FEATURES=khay chống dính ; hẹn giờ ; dễ lau chùi | OFFER=kèm sổ công thức điện tử | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,CTA chính: Xem nồi chiên không dầu dung tích 6 lít phù hợp với bạn không | Microcopy: Có khay chống dính ; hẹn giờ ; dễ lau chùi. kèm sổ công thức điện tử. | Góc cần biết: Chọn khi đúng nhu cầu; không cần mua vội.,ecommerce,friendly
TYPE=headline | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=balo laptop chống nước | AUDIENCE=người đi làm di chuyển nhiều | FEATURES=ngăn laptop 15 inch ; vải chống nước ; đệm vai êm | OFFER=miễn phí đổi màu trong 3 ngày | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: balo laptop chống nước cho người đi làm di chuyển nhiều | Lý do chọn: ngăn laptop 15 inch ; vải chống nước ; đệm vai êm. | Góc cần biết: Giọng Hat Moc nhắc thời điểm mua nhưng không gây áp lực. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn BALO_LAPTOP_CHONG_NUOC.,ecommerce,urgent
TYPE=headline | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=balo laptop chống nước | AUDIENCE=người đi làm di chuyển nhiều | FEATURES=ngăn laptop 15 inch ; vải chống nước ; đệm vai êm | OFFER=miễn phí đổi màu trong 3 ngày | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: balo laptop chống nước cho người đi làm di chuyển nhiều | Lý do chọn: ngăn laptop 15 inch ; vải chống nước ; đệm vai êm. | Góc cần biết: Giọng Hat Moc nói gần gũi như đang tư vấn cho người quen. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn BALO_LAPTOP_CHONG_NUOC.,ecommerce,friendly
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=balo laptop chống nước | AUDIENCE=người đi làm di chuyển nhiều | FEATURES=ngăn laptop 15 inch ; vải chống nước ; đệm vai êm | OFFER=miễn phí đổi màu trong 3 ngày | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người đi làm di chuyển nhiều muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: balo laptop chống nước có ngăn laptop 15 inch ; vải chống nước ; đệm vai êm. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu BALO_LAPTOP_CHONG_NUOC.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=balo laptop chống nước | AUDIENCE=người đi làm di chuyển nhiều | FEATURES=ngăn laptop 15 inch ; vải chống nước ; đệm vai êm | OFFER=miễn phí đổi màu trong 3 ngày | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người đi làm di chuyển nhiều muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: balo laptop chống nước có ngăn laptop 15 inch ; vải chống nước ; đệm vai êm. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu BALO_LAPTOP_CHONG_NUOC.,ecommerce,emotional
TYPE=social | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=balo laptop chống nước | AUDIENCE=người đi làm di chuyển nhiều | FEATURES=ngăn laptop 15 inch ; vải chống nước ; đệm vai êm | OFFER=miễn phí đổi màu trong 3 ngày | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: balo laptop chống nước dành cho người đi làm di chuyển nhiều với ngăn laptop 15 inch ; vải chống nước ; đệm vai êm. | Góc cần biết: miễn phí đổi màu trong 3 ngày. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,friendly
TYPE=social | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=balo laptop chống nước | AUDIENCE=người đi làm di chuyển nhiều | FEATURES=ngăn laptop 15 inch ; vải chống nước ; đệm vai êm | OFFER=miễn phí đổi màu trong 3 ngày | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: balo laptop chống nước dành cho người đi làm di chuyển nhiều với ngăn laptop 15 inch ; vải chống nước ; đệm vai êm. | Góc cần biết: miễn phí đổi màu trong 3 ngày. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,urgent
TYPE=email | INDUSTRY=ecommerce | TONE=professional | PRODUCT=balo laptop chống nước | AUDIENCE=người đi làm di chuyển nhiều | FEATURES=ngăn laptop 15 inch ; vải chống nước ; đệm vai êm | OFFER=miễn phí đổi màu trong 3 ngày | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Subject: Gợi ý balo laptop chống nước cho nhu cầu hằng ngày | Preview text: Thông tin ngắn gọn để bạn cân nhắc trước khi mua. | Nội dung: Nếu bạn là người đi làm di chuyển nhiều thì balo laptop chống nước là lựa chọn đáng xem nhờ ngăn laptop 15 inch ; vải chống nước ; đệm vai êm. Ưu đãi hiện có là miễn phí đổi màu trong 3 ngày. | Góc cần biết: Email này không phóng đại hiệu quả và không thêm số liệu ngoài brief. | CTA mềm: Xem chi tiết rồi chọn khi thấy thật sự phù hợp.,ecommerce,professional
TYPE=cta | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=balo laptop chống nước | AUDIENCE=người đi làm di chuyển nhiều | FEATURES=ngăn laptop 15 inch ; vải chống nước ; đệm vai êm | OFFER=miễn phí đổi màu trong 3 ngày | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,CTA chính: Xem balo laptop chống nước phù hợp với bạn không | Microcopy: Có ngăn laptop 15 inch ; vải chống nước ; đệm vai êm. miễn phí đổi màu trong 3 ngày. | Góc cần biết: Chọn khi đúng nhu cầu; không cần mua vội.,ecommerce,friendly
TYPE=headline | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=tai nghe không dây chống ồn | AUDIENCE=người cần tập trung khi làm việc | FEATURES=chống ồn chủ động ; pin 30 giờ ; micro rõ | OFFER=bảo hành chính hãng 12 tháng | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: tai nghe không dây chống ồn cho người cần tập trung khi làm việc | Lý do chọn: chống ồn chủ động ; pin 30 giờ ; micro rõ. | Góc cần biết: Giọng Hat Moc nhắc thời điểm mua nhưng không gây áp lực. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn TAI_NGHE_KHONG_DAY_CHONG_ON.,ecommerce,urgent
TYPE=headline | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=tai nghe không dây chống ồn | AUDIENCE=người cần tập trung khi làm việc | FEATURES=chống ồn chủ động ; pin 30 giờ ; micro rõ | OFFER=bảo hành chính hãng 12 tháng | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: tai nghe không dây chống ồn cho người cần tập trung khi làm việc | Lý do chọn: chống ồn chủ động ; pin 30 giờ ; micro rõ. | Góc cần biết: Giọng Hat Moc nói gần gũi như đang tư vấn cho người quen. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn TAI_NGHE_KHONG_DAY_CHONG_ON.,ecommerce,friendly
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=tai nghe không dây chống ồn | AUDIENCE=người cần tập trung khi làm việc | FEATURES=chống ồn chủ động ; pin 30 giờ ; micro rõ | OFFER=bảo hành chính hãng 12 tháng | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người cần tập trung khi làm việc muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: tai nghe không dây chống ồn có chống ồn chủ động ; pin 30 giờ ; micro rõ. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu TAI_NGHE_KHONG_DAY_CHONG_ON.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=tai nghe không dây chống ồn | AUDIENCE=người cần tập trung khi làm việc | FEATURES=chống ồn chủ động ; pin 30 giờ ; micro rõ | OFFER=bảo hành chính hãng 12 tháng | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người cần tập trung khi làm việc muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: tai nghe không dây chống ồn có chống ồn chủ động ; pin 30 giờ ; micro rõ. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu TAI_NGHE_KHONG_DAY_CHONG_ON.,ecommerce,emotional
TYPE=social | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=tai nghe không dây chống ồn | AUDIENCE=người cần tập trung khi làm việc | FEATURES=chống ồn chủ động ; pin 30 giờ ; micro rõ | OFFER=bảo hành chính hãng 12 tháng | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: tai nghe không dây chống ồn dành cho người cần tập trung khi làm việc với chống ồn chủ động ; pin 30 giờ ; micro rõ. | Góc cần biết: bảo hành chính hãng 12 tháng. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,friendly
