"input","output","industry","tone","type","product"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Social Media Post với tone Khẩn cấp.
Sản phẩm/dịch vụ: nồi chiên không dầu dung tích 6 lít.
Từ khóa chính: khay chống dính; hẹn giờ; dễ lau chùi.
Đối tượng mục tiêu: gia đình muốn nấu nhanh gọn.
Thông tin bổ sung: kèm sổ công thức điện tử.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Hook: câu mở đầu kéo chú ý.
Caption: nội dung chính dễ đọc trên mạng xã hội.
Lời kêu gọi hành động: hành động mong muốn.
Hashtags: 3-6 hashtag liên quan.
Không thêm Subject, Preview text, SEO title hoặc Meta description.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Hook: Cần xem ngay cho gia đình muốn nấu nhanh gọn.
Caption: nồi chiên không dầu dung tích 6 lít giúp việc hằng ngày nhẹ hơn nhờ khay chống dính, hẹn giờ và dễ lau chùi. Hiện có kèm sổ công thức điện tử, phù hợp nếu bạn đang tìm một lựa chọn rõ ràng, dễ cân nhắc.
Lời kêu gọi hành động: Lưu lại hoặc nhắn shop để hỏi thêm.
Hashtags: #NoiChienKhong #GiaDinhMuon #KhayChongDinh

Phiên bản 2:
Hook: Đừng để nhu cầu nhỏ làm chậm nhịp của gia đình muốn nấu nhanh gọn.
Caption: Với hẹn giờ và dễ lau chùi, nồi chiên không dầu dung tích 6 lít cho cảm giác thực tế, dễ hiểu và không nói quá công dụng. kèm sổ công thức điện tử là điểm cộng thêm nếu bạn đang so sánh lựa chọn.
Lời kêu gọi hành động: Bình luận nhu cầu của bạn để được gợi ý.
Hashtags: #NoiChienKhong #HenGio #MuaSamThongMinh

Phiên bản 3:
Hook: Đừng chần chừ với gia đình muốn nấu nhanh gọn một lựa chọn gọn gàng hơn.
Caption: Khi xem nồi chiên không dầu dung tích 6 lít, hãy chú ý vào khay chống dính, hẹn giờ và dễ lau chùi. Đây là phần thông tin đủ để bạn cân nhắc trước khi quyết định.
Lời kêu gọi hành động: Nhắn tin để kiểm tra mẫu phù hợp.
Hashtags: #NoiChienKhong #DeLauChui #ThuongMaiDienTu","ecommerce","urgent","social","nồi chiên không dầu dung tích 6 lít"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Email Marketing với tone Chuyên nghiệp.
Sản phẩm/dịch vụ: nồi chiên không dầu dung tích 6 lít.
Từ khóa chính: khay chống dính; hẹn giờ; dễ lau chùi.
Đối tượng mục tiêu: gia đình muốn nấu nhanh gọn.
Thông tin bổ sung: kèm sổ công thức điện tử.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Subject: dòng tiêu đề email.
Preview text: đoạn xem trước ngắn.
Lời chào: lời chào phù hợp người nhận.
Nội dung chính: tách thành các đoạn ngắn, có thể có bullet nếu cần.
Lời kêu gọi hành động: hành động chính trong email.
Không viết như social caption, landing page hoặc SEO snippet.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Subject: Gợi ý nồi chiên không dầu dung tích 6 lít cho gia đình muốn nấu nhanh gọn
Preview text: Tóm tắt nhanh các điểm đáng cân nhắc trước khi chọn mua.
Lời chào: Chào bạn,
Nội dung chính: Nếu bạn đang tìm một lựa chọn phù hợp cho nhu cầu hằng ngày, nồi chiên không dầu dung tích 6 lít có các điểm nổi bật như khay chống dính, hẹn giờ và dễ lau chùi. Hiện có kèm sổ công thức điện tử, nên bạn có thể xem thêm thông tin trước khi quyết định.
Lời kêu gọi hành động: Xem chi tiết sản phẩm hôm nay.

Phiên bản 2:
Subject: nồi chiên không dầu dung tích 6 lít có thể hợp với nhu cầu của bạn
Preview text: Một vài lý do để gia đình muốn nấu nhanh gọn cân nhắc sản phẩm này.
Lời chào: Chào bạn,
Nội dung chính: nồi chiên không dầu dung tích 6 lít tập trung vào hẹn giờ, khay chống dính và dễ lau chùi. Thông tin được viết theo đúng brief, không thêm chứng nhận hay số liệu ngoài phạm vi. kèm sổ công thức điện tử giúp bạn có thêm lý do so sánh.
Lời kêu gọi hành động: Nhắn lại để được tư vấn lựa chọn phù hợp.

Phiên bản 3:
Subject: Xem nhanh nồi chiên không dầu dung tích 6 lít trước khi bạn chọn
Preview text: Thông tin ngắn gọn, dễ so sánh và có ưu đãi đi kèm.
Lời chào: Chào bạn,
Nội dung chính: Với gia đình muốn nấu nhanh gọn, một sản phẩm dễ hiểu thường giúp quyết định nhanh hơn. nồi chiên không dầu dung tích 6 lít có khay chống dính, hẹn giờ và dễ lau chùi; ngoài ra còn có kèm sổ công thức điện tử để bạn cân nhắc thêm.
Lời kêu gọi hành động: Mở trang sản phẩm để xem thêm chi tiết.","ecommerce","professional","email","nồi chiên không dầu dung tích 6 lít"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Lời Kêu Gọi Hành Động với tone Thân thiện.
Sản phẩm/dịch vụ: nồi chiên không dầu dung tích 6 lít.
Từ khóa chính: khay chống dính; hẹn giờ; dễ lau chùi.
Đối tượng mục tiêu: gia đình muốn nấu nhanh gọn.
Thông tin bổ sung: kèm sổ công thức điện tử.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Lời kêu gọi hành động chính: câu/nút kêu gọi hành động.
Microcopy: một câu hỗ trợ ngay dưới lời kêu gọi hành động.
Chỉ viết lời kêu gọi hành động, không thêm bài quảng cáo dài.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Lời kêu gọi hành động chính: Mua nồi chiên không dầu dung tích 6 lít ngay hôm nay
Microcopy: Phù hợp cho gia đình muốn nấu nhanh gọn, có kèm sổ công thức điện tử và thông tin rõ ràng để bạn chọn nhanh.

Phiên bản 2:
Lời kêu gọi hành động chính: Chọn nồi chiên không dầu dung tích 6 lít cho nhu cầu hiện tại
Microcopy: Tập trung vào khay chống dính và hẹn giờ, giúp bạn quyết định dễ hơn.

Phiên bản 3:
Lời kêu gọi hành động chính: Nhắn shop để được tư vấn nồi chiên không dầu dung tích 6 lít
Microcopy: Bạn có thể hỏi thêm về dễ lau chùi và kèm sổ công thức điện tử trước khi quyết định.","ecommerce","friendly","cta","nồi chiên không dầu dung tích 6 lít"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Tiêu Đề Quảng Cáo với tone Khẩn cấp.
Sản phẩm/dịch vụ: balo laptop chống nước.
Từ khóa chính: ngăn laptop 15 inch; vải chống nước; đệm vai êm.
Đối tượng mục tiêu: người đi làm di chuyển nhiều.
Thông tin bổ sung: miễn phí đổi màu trong 3 ngày.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Headline: một câu chính sắc, dễ đọc, có lợi ích hoặc điểm khác biệt.
Subheadline: một câu phụ làm rõ lời hứa của headline.
Lời kêu gọi hành động: một câu ngắn thúc đẩy người đọc hành động.
Không viết thành email, social post, mô tả sản phẩm hoặc landing page đầy đủ.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Headline: Đừng chần chừ với balo laptop chống nước cho người đi làm di chuyển nhiều với ngăn laptop 15 inch.
Subheadline: Tập trung vào vải chống nước và đệm vai êm, phù hợp khi bạn cần một lựa chọn rõ ràng và nhanh.
Lời kêu gọi hành động: Xem ngay để chọn đúng mẫu.

Phiên bản 2:
Headline: balo laptop chống nước là lựa chọn đáng cân nhắc cho người đi làm di chuyển nhiều.
Subheadline: Điểm mạnh nằm ở vải chống nước, ngăn laptop 15 inch và miễn phí đổi màu trong 3 ngày để bạn so sánh dễ hơn.
Lời kêu gọi hành động: Nhắn shop để được tư vấn nhanh.

Phiên bản 3:
Headline: Giữ nhịp nhanh hơn cho balo laptop chống nước nếu bạn cần ngăn laptop 15 inch và vải chống nước.
Subheadline: Cách trình bày gọn, bám sát nhu cầu thật và không nói quá công dụng.
Lời kêu gọi hành động: Mở chi tiết sản phẩm ngay hôm nay.","ecommerce","urgent","headline","balo laptop chống nước"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Tiêu Đề Quảng Cáo với tone Thân thiện.
Sản phẩm/dịch vụ: balo laptop chống nước.
Từ khóa chính: ngăn laptop 15 inch; vải chống nước; đệm vai êm.
Đối tượng mục tiêu: người đi làm di chuyển nhiều.
Thông tin bổ sung: miễn phí đổi màu trong 3 ngày.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Headline: một câu chính sắc, dễ đọc, có lợi ích hoặc điểm khác biệt.
Subheadline: một câu phụ làm rõ lời hứa của headline.
Lời kêu gọi hành động: một câu ngắn thúc đẩy người đọc hành động.
Không viết thành email, social post, mô tả sản phẩm hoặc landing page đầy đủ.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Headline: Gợi ý dễ dùng cho balo laptop chống nước cho người đi làm di chuyển nhiều với ngăn laptop 15 inch.
Subheadline: Tập trung vào vải chống nước và đệm vai êm, phù hợp khi bạn cần một lựa chọn rõ ràng và nhanh.
Lời kêu gọi hành động: Xem ngay để chọn đúng mẫu.

Phiên bản 2:
Headline: balo laptop chống nước là lựa chọn đáng cân nhắc cho người đi làm di chuyển nhiều.
Subheadline: Điểm mạnh nằm ở vải chống nước, ngăn laptop 15 inch và miễn phí đổi màu trong 3 ngày để bạn so sánh dễ hơn.
Lời kêu gọi hành động: Nhắn shop để được tư vấn nhanh.

Phiên bản 3:
Headline: Thêm tiện lợi cho balo laptop chống nước nếu bạn cần ngăn laptop 15 inch và vải chống nước.
Subheadline: Cách trình bày gọn, bám sát nhu cầu thật và không nói quá công dụng.
Lời kêu gọi hành động: Mở chi tiết sản phẩm ngay hôm nay.","ecommerce","friendly","headline","balo laptop chống nước"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Mô Tả Sản Phẩm với tone Cảm xúc.
Sản phẩm/dịch vụ: balo laptop chống nước.
Từ khóa chính: ngăn laptop 15 inch; vải chống nước; đệm vai êm.
Đối tượng mục tiêu: người đi làm di chuyển nhiều.
Thông tin bổ sung: miễn phí đổi màu trong 3 ngày.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Mô tả ngắn: đoạn mở đầu giới thiệu sản phẩm/dịch vụ.
Lợi ích chính: 2-3 bullet.
Đặc điểm nổi bật: 2-3 bullet.
Lời kêu gọi hành động: lời kêu gọi mua, đăng ký hoặc liên hệ.
Không dùng format email, SEO metadata hoặc caption mạng xã hội.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Mô tả ngắn: balo laptop chống nước dành cho người đi làm di chuyển nhiều, nhấn vào trải nghiệm dùng rõ ràng và dễ hiểu.
Lợi ích chính:
- Hỗ trợ nhu cầu thực tế nhờ ngăn laptop 15 inch và vải chống nước.
- Giúp bạn cân nhắc nhanh hơn với thông tin đúng brief và miễn phí đổi màu trong 3 ngày.
Đặc điểm nổi bật:
- ngăn laptop 15 inch.
- đệm vai êm.
Lời kêu gọi hành động: Xem chi tiết để chọn mẫu phù hợp.

Phiên bản 2:
Mô tả ngắn: Nếu bạn là người đi làm di chuyển nhiều, balo laptop chống nước là một lựa chọn gọn gàng, dễ dùng và sát nhu cầu.
Lợi ích chính:
- Mang lại cảm giác yên tâm khi xem thông tin rõ ràng.
- Tập trung vào vải chống nước và đệm vai êm để phục vụ dùng hằng ngày.
Đặc điểm nổi bật:
- vải chống nước.
- miễn phí đổi màu trong 3 ngày.
Lời kêu gọi hành động: Nhắn tin để được tư vấn trước khi mua.

Phiên bản 3:
Mô tả ngắn: balo laptop chống nước giúp người đi làm di chuyển nhiều có thêm một lựa chọn hợp lý cho nhu cầu thường ngày.
Lợi ích chính:
- đệm vai êm làm cho việc dùng tiện hơn.
- ngăn laptop 15 inch hỗ trợ đúng mối quan tâm chính.
Đặc điểm nổi bật:
- ngăn laptop 15 inch.
- vải chống nước.
Lời kêu gọi hành động: Lưu lại để so sánh khi cần.","ecommerce","emotional","description","balo laptop chống nước"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Mô Tả Sản Phẩm với tone Chuyên nghiệp.
Sản phẩm/dịch vụ: balo laptop chống nước.
Từ khóa chính: ngăn laptop 15 inch; vải chống nước; đệm vai êm.
Đối tượng mục tiêu: người đi làm di chuyển nhiều.
Thông tin bổ sung: miễn phí đổi màu trong 3 ngày.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Mô tả ngắn: đoạn mở đầu giới thiệu sản phẩm/dịch vụ.
Lợi ích chính: 2-3 bullet.
Đặc điểm nổi bật: 2-3 bullet.
Lời kêu gọi hành động: lời kêu gọi mua, đăng ký hoặc liên hệ.
Không dùng format email, SEO metadata hoặc caption mạng xã hội.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Mô tả ngắn: balo laptop chống nước dành cho người đi làm di chuyển nhiều, nhấn vào trải nghiệm dùng rõ ràng và dễ hiểu.
Lợi ích chính:
- Hỗ trợ nhu cầu thực tế nhờ ngăn laptop 15 inch và vải chống nước.
- Giúp bạn cân nhắc nhanh hơn với thông tin đúng brief và miễn phí đổi màu trong 3 ngày.
Đặc điểm nổi bật:
- ngăn laptop 15 inch.
- đệm vai êm.
Lời kêu gọi hành động: Xem chi tiết để chọn mẫu phù hợp.

Phiên bản 2:
Mô tả ngắn: Nếu bạn là người đi làm di chuyển nhiều, balo laptop chống nước là một lựa chọn gọn gàng, dễ dùng và sát nhu cầu.
Lợi ích chính:
- Mang lại cảm giác yên tâm khi xem thông tin rõ ràng.
- Tập trung vào vải chống nước và đệm vai êm để phục vụ dùng hằng ngày.
Đặc điểm nổi bật:
- vải chống nước.
- miễn phí đổi màu trong 3 ngày.
Lời kêu gọi hành động: Nhắn tin để được tư vấn trước khi mua.

Phiên bản 3:
Mô tả ngắn: balo laptop chống nước giúp người đi làm di chuyển nhiều có thêm một lựa chọn hợp lý cho nhu cầu thường ngày.
Lợi ích chính:
- đệm vai êm làm cho việc dùng tiện hơn.
- ngăn laptop 15 inch hỗ trợ đúng mối quan tâm chính.
Đặc điểm nổi bật:
- ngăn laptop 15 inch.
- vải chống nước.
Lời kêu gọi hành động: Lưu lại để so sánh khi cần.","ecommerce","professional","description","balo laptop chống nước"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Social Media Post với tone Thân thiện.
Sản phẩm/dịch vụ: balo laptop chống nước.
Từ khóa chính: ngăn laptop 15 inch; vải chống nước; đệm vai êm.
Đối tượng mục tiêu: người đi làm di chuyển nhiều.
Thông tin bổ sung: miễn phí đổi màu trong 3 ngày.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Hook: câu mở đầu kéo chú ý.
Caption: nội dung chính dễ đọc trên mạng xã hội.
Lời kêu gọi hành động: hành động mong muốn.
Hashtags: 3-6 hashtag liên quan.
Không thêm Subject, Preview text, SEO title hoặc Meta description.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Hook: Một lựa chọn thân thiện cho người đi làm di chuyển nhiều.
Caption: balo laptop chống nước giúp việc hằng ngày nhẹ hơn nhờ ngăn laptop 15 inch, vải chống nước và đệm vai êm. Hiện có miễn phí đổi màu trong 3 ngày, phù hợp nếu bạn đang tìm một lựa chọn rõ ràng, dễ cân nhắc.
Lời kêu gọi hành động: Lưu lại hoặc nhắn shop để hỏi thêm.
Hashtags: #BaloLaptopChong #NguoiDiLam #NganLaptop15

Phiên bản 2:
Hook: Đừng để nhu cầu nhỏ làm chậm nhịp của người đi làm di chuyển nhiều.
Caption: Với vải chống nước và đệm vai êm, balo laptop chống nước cho cảm giác thực tế, dễ hiểu và không nói quá công dụng. miễn phí đổi màu trong 3 ngày là điểm cộng thêm nếu bạn đang so sánh lựa chọn.
Lời kêu gọi hành động: Bình luận nhu cầu của bạn để được gợi ý.
Hashtags: #BaloLaptopChong #VaiChongNuoc #MuaSamThongMinh

Phiên bản 3:
Hook: Gợi ý dễ dùng cho người đi làm di chuyển nhiều một lựa chọn gọn gàng hơn.
Caption: Khi xem balo laptop chống nước, hãy chú ý vào ngăn laptop 15 inch, vải chống nước và đệm vai êm. Đây là phần thông tin đủ để bạn cân nhắc trước khi quyết định.
Lời kêu gọi hành động: Nhắn tin để kiểm tra mẫu phù hợp.
Hashtags: #BaloLaptopChong #DemVaiEm #ThuongMaiDienTu","ecommerce","friendly","social","balo laptop chống nước"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Social Media Post với tone Khẩn cấp.
Sản phẩm/dịch vụ: balo laptop chống nước.
Từ khóa chính: ngăn laptop 15 inch; vải chống nước; đệm vai êm.
Đối tượng mục tiêu: người đi làm di chuyển nhiều.
Thông tin bổ sung: miễn phí đổi màu trong 3 ngày.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Hook: câu mở đầu kéo chú ý.
Caption: nội dung chính dễ đọc trên mạng xã hội.
Lời kêu gọi hành động: hành động mong muốn.
Hashtags: 3-6 hashtag liên quan.
Không thêm Subject, Preview text, SEO title hoặc Meta description.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Hook: Cần xem ngay cho người đi làm di chuyển nhiều.
Caption: balo laptop chống nước giúp việc hằng ngày nhẹ hơn nhờ ngăn laptop 15 inch, vải chống nước và đệm vai êm. Hiện có miễn phí đổi màu trong 3 ngày, phù hợp nếu bạn đang tìm một lựa chọn rõ ràng, dễ cân nhắc.
Lời kêu gọi hành động: Lưu lại hoặc nhắn shop để hỏi thêm.
Hashtags: #BaloLaptopChong #NguoiDiLam #NganLaptop15

Phiên bản 2:
Hook: Đừng để nhu cầu nhỏ làm chậm nhịp của người đi làm di chuyển nhiều.
Caption: Với vải chống nước và đệm vai êm, balo laptop chống nước cho cảm giác thực tế, dễ hiểu và không nói quá công dụng. miễn phí đổi màu trong 3 ngày là điểm cộng thêm nếu bạn đang so sánh lựa chọn.
Lời kêu gọi hành động: Bình luận nhu cầu của bạn để được gợi ý.
Hashtags: #BaloLaptopChong #VaiChongNuoc #MuaSamThongMinh

Phiên bản 3:
Hook: Đừng chần chừ với người đi làm di chuyển nhiều một lựa chọn gọn gàng hơn.
Caption: Khi xem balo laptop chống nước, hãy chú ý vào ngăn laptop 15 inch, vải chống nước và đệm vai êm. Đây là phần thông tin đủ để bạn cân nhắc trước khi quyết định.
Lời kêu gọi hành động: Nhắn tin để kiểm tra mẫu phù hợp.
Hashtags: #BaloLaptopChong #DemVaiEm #ThuongMaiDienTu","ecommerce","urgent","social","balo laptop chống nước"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Email Marketing với tone Chuyên nghiệp.
Sản phẩm/dịch vụ: balo laptop chống nước.
Từ khóa chính: ngăn laptop 15 inch; vải chống nước; đệm vai êm.
Đối tượng mục tiêu: người đi làm di chuyển nhiều.
Thông tin bổ sung: miễn phí đổi màu trong 3 ngày.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Subject: dòng tiêu đề email.
Preview text: đoạn xem trước ngắn.
Lời chào: lời chào phù hợp người nhận.
Nội dung chính: tách thành các đoạn ngắn, có thể có bullet nếu cần.
Lời kêu gọi hành động: hành động chính trong email.
Không viết như social caption, landing page hoặc SEO snippet.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Subject: Gợi ý balo laptop chống nước cho người đi làm di chuyển nhiều
Preview text: Tóm tắt nhanh các điểm đáng cân nhắc trước khi chọn mua.
Lời chào: Chào bạn,
Nội dung chính: Nếu bạn đang tìm một lựa chọn phù hợp cho nhu cầu hằng ngày, balo laptop chống nước có các điểm nổi bật như ngăn laptop 15 inch, vải chống nước và đệm vai êm. Hiện có miễn phí đổi màu trong 3 ngày, nên bạn có thể xem thêm thông tin trước khi quyết định.
Lời kêu gọi hành động: Xem chi tiết sản phẩm hôm nay.

Phiên bản 2:
Subject: balo laptop chống nước có thể hợp với nhu cầu của bạn
Preview text: Một vài lý do để người đi làm di chuyển nhiều cân nhắc sản phẩm này.
Lời chào: Chào bạn,
Nội dung chính: balo laptop chống nước tập trung vào vải chống nước, ngăn laptop 15 inch và đệm vai êm. Thông tin được viết theo đúng brief, không thêm chứng nhận hay số liệu ngoài phạm vi. miễn phí đổi màu trong 3 ngày giúp bạn có thêm lý do so sánh.
Lời kêu gọi hành động: Nhắn lại để được tư vấn lựa chọn phù hợp.

Phiên bản 3:
Subject: Xem nhanh balo laptop chống nước trước khi bạn chọn
Preview text: Thông tin ngắn gọn, dễ so sánh và có ưu đãi đi kèm.
Lời chào: Chào bạn,
Nội dung chính: Với người đi làm di chuyển nhiều, một sản phẩm dễ hiểu thường giúp quyết định nhanh hơn. balo laptop chống nước có ngăn laptop 15 inch, vải chống nước và đệm vai êm; ngoài ra còn có miễn phí đổi màu trong 3 ngày để bạn cân nhắc thêm.
Lời kêu gọi hành động: Mở trang sản phẩm để xem thêm chi tiết.","ecommerce","professional","email","balo laptop chống nước"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Lời Kêu Gọi Hành Động với tone Thân thiện.
Sản phẩm/dịch vụ: balo laptop chống nước.
Từ khóa chính: ngăn laptop 15 inch; vải chống nước; đệm vai êm.
Đối tượng mục tiêu: người đi làm di chuyển nhiều.
Thông tin bổ sung: miễn phí đổi màu trong 3 ngày.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Lời kêu gọi hành động chính: câu/nút kêu gọi hành động.
Microcopy: một câu hỗ trợ ngay dưới lời kêu gọi hành động.
Chỉ viết lời kêu gọi hành động, không thêm bài quảng cáo dài.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Lời kêu gọi hành động chính: Mua balo laptop chống nước ngay hôm nay
Microcopy: Phù hợp cho người đi làm di chuyển nhiều, có miễn phí đổi màu trong 3 ngày và thông tin rõ ràng để bạn chọn nhanh.

Phiên bản 2:
Lời kêu gọi hành động chính: Chọn balo laptop chống nước cho nhu cầu hiện tại
Microcopy: Tập trung vào ngăn laptop 15 inch và vải chống nước, giúp bạn quyết định dễ hơn.

Phiên bản 3:
Lời kêu gọi hành động chính: Nhắn shop để được tư vấn balo laptop chống nước
Microcopy: Bạn có thể hỏi thêm về đệm vai êm và miễn phí đổi màu trong 3 ngày trước khi quyết định.","ecommerce","friendly","cta","balo laptop chống nước"
